,data,label
52536,pt has group,pt hasnur group
52537,sang audria,sanggar audria
52538,sanggar aud,sanggar audria
52539,assa 1,assalam 1
52540,perk flight school,perkasa flight school
52541,perkasa fli school,perkasa flight school
52542,chi istianah,chisni istianah
52543,mis mathl anwar,mis mathla'ul anwar
52544,uppa polda ban belitung,uppa polda bangka belitung
52545,kh has ash,kh hasyim ash
52546,kep manyung,kepala manyung
52547,tk alumi baru,tk aluminium baru
52548,tpq mukarr,tpq mukarromah
52549,toko angg,toko anggiat
52550,warung nasi cila kang anam,warung nasi cilacap kang anam
52551,war bakso pak kuntul,warung bakso pak kuntul
52552,war rama,warung rama
52553,kart tata rambut dan kecantikan,kartini tata rambut dan kecantikan
52554,top cell,toplis cell
52555,toko mas parahy,toko mas parahyangan
52556,gg. perta i,gg. pertanian i
52557,alt gun mas,alt gunung mas
52558,danau sun sela,danau sunter sela
52559,polite negeri batam-welding school,politeknik negeri batam-welding school
52560,politeknik neg batam-welding school,politeknik negeri batam-welding school
52561,politeknik negeri batam-w school,politeknik negeri batam-welding school
52562,pasar simp baru (pasar selasa panam,pasar simpang baru (pasar selasa  panam
52563,pasar simpang baru pasar selasa panam,pasar simpang baru (pasar selasa  panam
52564,pasar simpang baru (pasar sel panam,pasar simpang baru (pasar selasa  panam
52565,rumah makan dang rasa,rumah makan dangmar rasa
52566,temb corner,tembako corner
52567,sar atap raya,sarana atap raya
52568,pad mancang kel.,padang mancang kel.
52569,padang manc kel.,padang mancang kel.
52570,kal,kalima
52571,warung kapu asli palopo,warung kapurung asli palopo
52572,beng ac kebon kopi,bengkel ac kebon kopi
52573,war makan soto daging,warung makan soto daging
52574,kajeng wooden art,kajengjati wooden art
52575,ruko sent niaga kal,ruko sentral niaga kal
52576,tpa- nurul falah ii,tpa-mda nurul falah ii
52577,bent maka 1,benteng maka 1
52578,geri,gerilya
52579,pt intibumi alumind industry,pt intibumi alumindotama industry
52580,dr. khoi kholis sp. u,dr. khoirul kholis sp. u
52581,raya pang sudi,raya pang sudirman
52582,ngu rai,ngurah rai
52583,"mall, taman angg","mall, taman anggrek"
52584,seme coffe blend,semerbak coffe blend
52585,c. sim gk v,c. simanj gk v
52586,sat cell,satria cell
52587,perum permata regensi,perumahan permata regensi
52588,perumahan perm regensi,perumahan permata regensi
52589,perumahan permata rege,perumahan permata regensi
52590,access bycycle shop omkbike,accessories bycycle shop omkbike
52591,accessories bycy shop omkbike,accessories bycycle shop omkbike
52592,alf cell,alfien cell
52593,asos pengadaan barang jasa,asosiasi pengadaan barang  jasa
52594,ciputra interna tokopedia care tower,ciputra international tokopedia care tower
52595,es dur runtuh tatashop cab.4 palembang,es durian runtuh tatashop cab.4 palembang
52596,es durian run tatashop cab.4 palembang,es durian runtuh tatashop cab.4 palembang
52597,es durian runtuh tata cab.4 palembang,es durian runtuh tatashop cab.4 palembang
52598,dr muwa 1,dr muwardi 1
52599,kepu timur pompa air,keputih timur pompa air
52600,lor bunga,lorong bunga
52601,antaran samudra pt,antaranlintas samudra pt
52602,citra colec tailor,citra colection tailor
52603,dinas keseh kutacane,dinas kesehatan kutacane
52604,kar empat ix,karang empat ix
52605,nasi tim bu oni,nasi timbel bu oni
52606,rekl & percetakan kejora,reklame & percetakan kejora
52607,alia masyarakat adat nusantara (aman),aliansi masyarakat adat nusantara (aman)
52608,aliansi masyar adat nusantara (aman),aliansi masyarakat adat nusantara (aman)
52609,aliansi masyarakat adat nusan (aman),aliansi masyarakat adat nusantara (aman)
52610,kpp prat maros,kpp pratama maros
52611,masjid mamb hikmah,masjid mambaul hikmah
52612,alkh travel & tourism,alkhder travel & tourism
52613,alkhder tra & tourism,alkhder travel & tourism
52614,ariph & co pd,ariphalid & co pd
52615,kantor ban delod sema,kantor banjar delod sema
52616,san,sanggr
52617,harjo dikr,harjo dikromo
52618,hanardi suci dr,hanardi sucitra dr
52619,agen xamt plus,agen xamthone plus
52620,mel 4,melati 4
52621,gub jaya viii,gubeng jaya viii
52622,lapa smpn 5 tangerang,lapangan smpn 5 tangerang
52623,medan merd sela,medan merdeka sela
52624,puske pembantu tempos,puskesmas pembantu tempos
52625,restoran perga payakumbuh,restoran pergaulan payakumbuh
52626,ade cake,adeeva cake
52627,raya pem,raya pemena
52628,pt. batavia prosperindo fina tbk,pt. batavia prosperindo finance tbk
52629,wol monginsidi,wolter monginsidi
52630,set ii,setiaw ii
52631,pahl wisma,pahlawan wisma
52632,cent farma,century farma
52633,sd negeri 10 maka jaya,sd negeri 10 makarti jaya
52634,mar laundry,marque laundry
52635,lin timur suma,lintas timur suma
52636,pd sum jaya,pd sumber jaya
52637,berl computer,berlian computer
52638,lor 4,lorong 4
52639,the emin office centre,the eminence office centre
52640,the eminence off centre,the eminence office centre
52641,war grinder,warkop grinder
52642,sd neg wonosari 1,sd negeri wonosari 1
52643,sd negeri cisa 02,sd negeri cisarua 02
52644,hara indah toko,harapan indah toko
52645,raya sib kaja,raya sibang kaja
52646,tb bang makmur,tb bangunan makmur
52647,tb bangunan mak,tb bangunan makmur
52648,kober muti insani,kober mutiara insani
52649,pemak umum ketapang barat,pemakaman umum ketapang barat
52650,pemakaman umum keta barat,pemakaman umum ketapang barat
52651,kemu ii,kemuning ii
52652,soek hatta,soekarno hatta
52653,jend sudi,jenderal sudi
52654,route sm carw and autodetailing,route sm carwash and autodetailing
52655,route sm carwash and autodet,route sm carwash and autodetailing
52656,kent fried chicken,kentucky fried chicken
52657,i gusti made jela gosa,i gusti made jelantik gosa
52658,resor purbal sektor padamara,resor purbalingga sektor padamara
52659,resor purbalingga sektor pada,resor purbalingga sektor padamara
52660,raya pada,raya padamara
52661,anita wis umrah dan haji,anita wisata umrah dan haji
52662,star,starmart
52663,peg barat,pegang barat
52664,sariw,sariwangi
52665,taman pendid al qur'an (tpa tpq) nurul kausar,taman pendidikan al qur'an (tpa tpq) nurul kausar
52666,taman pendidikan al qur (tpa tpq) nurul kausar,taman pendidikan al qur'an (tpa tpq) nurul kausar
52667,batas aceh bar pidie,batas aceh barat- pidie
52668,mang cellular,manggala cellular
52669,war nasi urang kuningan,warung nasi urang kuningan
52670,war nita,warung nita
52671,puske berseri,puskesmas berseri
52672,puskesmas bers,puskesmas berseri
52673,smp islam terp asshohwah al islamiyah,smp islam terpadu asshohwah al islamiyah
52674,smp islam terpadu assho al islamiyah,smp islam terpadu asshohwah al islamiyah
52675,smp islam terpadu asshohwah al islam,smp islam terpadu asshohwah al islamiyah
52676,dag ayam potong & telur dll,dagang ayam potong & telur dll
52677,den mandiri indonesia pt,denpoo mandiri indonesia pt
52678,denpoo mandiri indon pt,denpoo mandiri indonesia pt
52679,bank neg indonesia,bank negara indonesia
52680,toko sam,toko samson
52681,batas inhu jap,batas inhu-si jap
52682,graha gad serp,graha gading serp
52683,serv radiator dan accu fardy,service radiator dan accu fardy
52684,service radi dan accu fardy,service radiator dan accu fardy
52685,dok gigi ferry yulianto,dokter gigi ferry yulianto
52686,bank dana indonesia,bank danamon indonesia
52687,asmi hida pt,asmi hidayat. pt
52688,vete,veteran
52689,sambal man jakarta,sambal mantap jakarta
52690,lok apotek tunggal farma,lokasi apotek tunggal farma
52691,lokasi apo tunggal farma,lokasi apotek tunggal farma
52692,cimb niaga digital lou jakarta - mal artha gading,cimb niaga digital lounge jakarta - mal artha gading
52693,cimb niaga digital lounge jakarta - mal artha gad,cimb niaga digital lounge jakarta - mal artha gading
52694,bint baru,bintara baru
52695,megacom alfa prat pt,megacom alfa pratama. pt
52696,toko ham tani,toko hamdan tani
52697,bank pembia rakyat syariah,bank pembiayaan rakyat syariah
52698,resi ardi,resi ardiwin
52699,ama waterpark,amanzi waterpark
52700,stoc hpai,stockis hpai
52701,win sport,winner sport
52702,lembaga kursus dan pelat akreditas mengemudi,lembaga kursus dan pelatihan akreditas mengemudi
52703,lembaga kursus dan pelatihan akred mengemudi,lembaga kursus dan pelatihan akreditas mengemudi
52704,soto dag sapi seger pak slamet,soto daging sapi seger pak slamet
52705,stas kau,stasiun kau
52706,rm pad mahkota,rm padang mahkota
52707,rm padang mahk,rm padang mahkota
52708,sd neg tlontoraja 6,sd negeri tlontoraja 6
52709,mas alisraq,masjid alisraq
52710,nasi kun mama atul,nasi kuning mama atul
52711,yuliaf,yuliafrida
52712,vete utara,veteran utara
52713,war nasi ibu enjum,warung nasi ibu enjum
52714,bank rak indonesia kalimas,bank rakyat indonesia kalimas
52715,bank rakyat indon kalimas,bank rakyat indonesia kalimas
52716,pak burung pak endang,pakan burung pak endang
52717,pakan bur pak endang,pakan burung pak endang
52718,kost cemp puri,kost cempaka puri
52719,dwiw 5,dwiwarna 5
52720,moha kafi i,mohamad kafi i
52721,kedai sul food dan drink,kedai sultan food dan drink
52722,salon rias penga putri solo,salon rias pengantin putri solo
52723,puske candi,puskesmas candi
52724,jakarta,jakarta-bogor
52725,sd negeri siwu 02,sd negeri siwuluh 02
52726,rm kelu,rm keluarga
52727,batas asah para,batas asah parapat
52728,hart,hartono
52729,kan pora kab. bantul,kantor pora kab. bantul
52730,kantor ra kab. bantul,kantor pora kab. bantul
52731,jan laundry,jane's laundry
52732,tam raya,tamala raya
52733,toko kaca imam,toko kacamata imam
52734,pasar jaya pasar kamp ambon,pasar jaya pasar kampung ambon
52735,toko kenc mas,toko kencana mas
52736,persa pelayaran niaga indonesia jakarta raya (insa jaya),persatuan pelayaran niaga indonesia jakarta raya (insa jaya)
52737,persatuan pelay niaga indonesia jakarta raya (insa jaya),persatuan pelayaran niaga indonesia jakarta raya (insa jaya)
52738,persatuan pelayaran niaga indon jakarta raya (insa jaya),persatuan pelayaran niaga indonesia jakarta raya (insa jaya)
52739,kb plus nurul hida pasundan,kb plus nurul hidayah pasundan
52740,sucofi pt,sucofindo. pt
52741,sam dahsyat,sambal dahsyat
52742,jl. raya rajap - tas pag ruko graha,jl. raya rajap - tasikm pag ruko graha
52743,apo kusuma farma,apotek kusuma farma
52744,apotek kus farma,apotek kusuma farma
52745,gao elektr toko,gao elektronik toko
52746,kapal laut seaf restaurant,kapal laut seafood restaurant
52747,flamb utama 1,flamboyan utama 1
52748,keda propertindo pt,kedaung propertindo pt
52749,kedaung proper pt,kedaung propertindo pt
52750,car watch,careeu watch
52751,hin beauty salon,hinkan beauty salon
52752,21 expr,21 express
52753,kp. sad,kp. sadang
52754,gen komputer,genius komputer
52755,ronggo kel.,ronggomulyo kel.
52756,barber asgar hasfy,barbershop asgar hasfy
52757,call accesories,callista accesories
52758,ber indah,berkah indah
52759,komp taman sun raya,komplek taman sun raya
52760,thundercloth fash,thundercloth fashion
52761,toko buku pai,toko buku painan
52762,denpasar'jalan ciung wan 1,denpasar'jalan ciung wanara 1
52763,lege computer,legenda computer
52764,uin sunan kalijaga-f agama,uin sunan kalijaga-filsafat agama
52765,tampek rah samping galon,tampek rahmat samping galon
52766,tampek rahmat samp galon,tampek rahmat samping galon
52767,batas aceh barat- pidie,batas aceh barat-blang pidie
52768,komp barata,komplek barata
52769,sd neg 24 bengkulu tengah,sd negeri 24 bengkulu tengah
52770,republik dis,republik distro
52771,komp ditbe,komplek ditbe
52772,pong,pongtiku
52773,muha iwan,muhammad iwan
52774,apotek rasy farma,apotek rasyind farma
52775,m. hakam rijala,m. hakam rijalalloh
52776,chef kus,chef kustom
52777,ciu 1,ciungw 1
52778,ratu cemp multishop,ratu cempaka multishop
52779,tul baw 6,tul bawang 6
52780,insta gawat darurat,instalasi gawat darurat
52781,sat paud sejenis bintang,satuan paud sejenis bintang
52782,mts swa ar ridho,mts swasta ar ridho
52783,sak kelontongan,sakhas kelontongan
52784,sakhas kelont,sakhas kelontongan
52785,sma neg 6 merangin,sma negeri 6 merangin
52786,lin suma bang bungo,lin suma bangko- bungo
52787,bank pembangunan daerah suma barat,bank pembangunan daerah sumatera barat
52788,smart ceramic indone pt,"smart ceramic indonesia, pt"
52789,sd neg baron,sd negeri baron
52790,bank syar mandiri- kcp gresik,bank syariah mandiri- kcp gresik
52791,sd neg tapen 2,sd negeri tapen 2
52792,man raya,mangga raya
52793,paud khal,paud khalifah
52794,war pak harto,warkop pak harto
52795,sd neg 018455 tanah tinggi,sd negeri 018455 tanah tinggi
52796,sd negeri 018 tanah tinggi,sd negeri 018455 tanah tinggi
52797,pt. candrabuana suryase,pt. candrabuana suryasemesta
52798,pon pesantren madinatunnajah,pondok pesantren madinatunnajah
52799,pondok pesan madinatunnajah,pondok pesantren madinatunnajah
52800,wol monginsidi,wolter monginsidi
52801,las patr,laskar patr
52802,sur,surowo
52803,pela pangkas pria,pelangi pangkas pria
52804,sisin xii,sisingama xii
52805,sisingama ii,sisingama xii
52806,pt. vig tjipta perdana,pt. vigano tjipta perdana
52807,pt. vigano tji perdana,pt. vigano tjipta perdana
52808,man 8,mangga 8
52809,ayam pen mba' eka,ayam penyet mba' eka
52810,welc monument,welcome monument
52811,komp graha rancamanyar,komplek graha rancamanyar
52812,komplek graha rancam,komplek graha rancamanyar
52813,kyna bea skin care,kyna beauty skin care
52814,kios pak hen,kios pak hendro
52815,rumah makan seder,rumah makan sederhana
52816,ang 2,anggur 2
52817,jat,jatayu
52818,war makan sederhana,warung makan sederhana
52819,pus sela 2,puspow sela 2
52820,wisma pusdi teknologi mineral dan batubara,wisma pusdiklat teknologi mineral dan batubara
52821,raya pasar kec,raya pasar kecapi
52822,cile,ciledug
52823,kan advokat syapri chan & partners,kantor advokat syapri chan & partners
52824,kantor advo syapri chan & partners,kantor advokat syapri chan & partners
52825,kantor advokat sya chan & partners,kantor advokat syapri chan & partners
52826,beng motor,bengkel motor
52827,waru doy,waru doyong
52828,kran permai,kranggan permai
52829,kranggan per,kranggan permai
52830,perm hijau per,permata hijau per
52831,khol olshop,kholipah olshop
52832,tk al mukaromah pabed,tk al mukaromah pabedilan
52833,pan,pandeg
52834,apo rukun,apotek rukun
52835,emp baha v,empang baha v
52836,tanj manis,tanjung manis
52837,saile residence,sailendra residence
52838,sd neg 100 dari bunga bungae,sd negeri 100 dari bunga bungae
52839,sd negeri 100 dari bunga bunga,sd negeri 100 dari bunga bungae
52840,beng motor,bengkel motor
52841,ir jua dama,ir jua damasih
52842,d'allium cof cafe,d'allium coffee cafe
52843,corn sim,corn simanj
52844,sul alauddin hotel dan convention,sultan alauddin hotel dan convention
52845,sultan alauddin hotel dan conven,sultan alauddin hotel dan convention
52846,alfa x786 lt6 lapa,alfamrt x786 lt6 lapa
52847,pt pers asuransi kredit ind,pt persero asuransi kredit ind
52848,pt persero asur kredit ind,pt persero asuransi kredit ind
52849,fer cell,ferari cell
52850,lapa punk merchandise,lapakan punk merchandise
52851,seko dasar negeri pohsangit kidul,sekolah dasar negeri pohsangit kidul
52852,sekolah dasar negeri pohsa kidul,sekolah dasar negeri pohsangit kidul
52853,bank tabu negara,bank tabungan negara
52854,ren mobil dia indah,rental mobil dia indah
52855,rw mon,rw mongin
52856,kantor nota dan ppat rm dwita indriyani,kantor notaris dan ppat rm dwita indriyani
52857,pemak umum borongcala,pemakaman umum borongcala
52858,pany wetan,panyind wetan
52859,sol sega komp,solusi sega komp
52860,kah nst,kaharu nst
52861,tb sul agung,tb sultan agung
52862,posyandu bal dan lansia celep,posyandu balita dan lansia celep
52863,posyandu balita dan lan celep,posyandu balita dan lansia celep
52864,yamaha service cen,yamaha service center
52865,waserda tersa toko,waserda tersayang toko
52866,greja kristen jawi wetan jemaat manu,greja kristen jawi wetan jemaat manukan
52867,pon ungu per,pondok ungu per
52868,gemb,gembong
52869,lese anyar,lesehan anyar
52870,mas nurussalam,masjid nurussalam
52871,raya take,raya takeran
52872,depot gaura jaya vegetarian,depot gaurahari jaya vegetarian
52873,perum malang anggun sejahtera,perumahan malang anggun sejahtera
52874,perumahan mal anggun sejahtera,perumahan malang anggun sejahtera
52875,perumahan malang ang sejahtera,perumahan malang anggun sejahtera
52876,tuk gigi supriyadi,tukang gigi supriyadi
52877,tukang gigi supri,tukang gigi supriyadi
52878,ki dem won,ki demang won
52879,phil indonesia. pt,philips indonesia. pt
52880,war 89,warkop 89
52881,lor surya,lorong surya
52882,yad agung,yadnya agung
52883,yaya dharma,yayasan dharma
52884,pete barat,petemon barat
52885,toko bang ukm 3,toko bangunan ukm 3
52886,sdn duri kosambi 05 jaka barat,sdn duri kosambi 05 jakarta barat
